15291 2
0	-70.0068
0.328	-69.9755
0.656	-69.9443
0.984	-69.9443
1.312	-70.0068
1.64	-69.9443
1.968	-69.913
2.296	-69.9443
2.624	-69.9443
2.952	-69.9755
3.28	-69.9755
3.608	-69.913
3.936	-69.9443
4.264	-69.913
4.592	-69.9443
4.92	-69.9443
5.248	-70.1318
5.576	-70.1318
5.904	-70.1005
6.232	-69.9755
6.56	-70.0068
6.888	-70.0693
7.216	-70.038
7.544	-70.038
7.872	-70.1005
8.2	-70.1318
8.528	-70.163
8.856	-70.0068
9.184	-70.0693
9.512	-70.0693
9.84	-70.1005
10.168	-70.0068
10.496	-69.9443
10.824	-70.0693
11.152	-70.0068
11.48	-69.9443
11.808	-69.913
12.136	-69.9755
12.464	-70.0693
12.792	-69.8818
13.12	-70.0068
13.448	-70.038
13.776	-70.038
14.104	-69.9755
14.432	-69.913
14.76	-69.8505
15.088	-69.9443
15.416	-70.0193
15.744	-70.0193
16.072	-69.5505
16.4	-68.7693
16.728	-68.0193
17.056	-67.5818
17.384	-67.0505
17.712	-66.7693
18.04	-66.3318
18.368	-65.8318
18.696	-65.5505
19.024	-65.238
19.352	-64.7693
19.68	-64.5505
20.008	-64.1443
20.336	-63.8943
20.664	-63.488
20.992	-63.2693
21.32	-62.9568
21.648	-62.8005
21.976	-62.3943
22.304	-62.0505
22.632	-61.738
22.96	-61.488
23.288	-61.2693
23.616	-61.0193
23.944	-60.738
24.272	-60.5193
24.6	-60.3005
24.928	-60.0505
25.256	-59.8318
25.584	-59.5193
25.912	-59.3318
26.24	-59.0193
26.568	-58.9568
26.896	-58.7068
27.224	-58.4255
27.552	-58.3005
27.88	-58.113
28.208	-57.863
28.536	-57.5193
28.864	-57.488
29.192	-57.2068
29.52	-57.0193
29.848	-56.7693
30.176	-56.5818
30.504	-56.3318
30.832	-56.1443
31.16	-56.0505
31.488	-55.8318
31.816	-55.5818
32.144	-55.488
32.472	-55.363
32.8	-55.2068
33.128	-55.0505
33.456	-54.8943
33.784	-54.7068
34.112	-54.488
34.44	-54.2693
34.768	-54.113
35.096	-53.988
35.424	-53.7693
35.752	-53.6755
36.08	-53.363
36.408	-53.2693
36.736	-53.0818
37.064	-52.863
37.392	-52.7068
37.72	-52.5193
38.048	-52.4568
38.376	-52.1755
38.704	-52.113
39.032	-52.0505
39.36	-51.8943
39.688	-51.738
40.016	-51.613
40.344	-51.4255
40.672	-51.3005
41	-51.1443
41.328	-51.113
41.656	-50.863
41.984	-50.7693
42.312	-50.6755
42.64	-50.4568
42.968	-50.3943
43.296	-50.113
43.624	-50.0505
43.952	-49.7693
44.28	-49.8318
44.608	-49.5818
44.936	-49.4568
45.264	-49.238
45.592	-49.113
45.92	-49.1443
46.248	-49.0193
46.576	-48.9568
46.904	-48.7068
47.232	-48.6443
47.56	-48.5193
47.888	-48.3943
48.216	-48.3943
48.544	-48.238
48.872	-48.0818
49.2	-47.988
49.528	-47.7693
49.856	-47.6443
50.184	-47.488
50.512	-47.3943
50.84	-47.238
51.168	-46.988
51.496	-47.0193
51.824	-46.7693
52.152	-46.5505
52.48	-46.4568
52.808	-46.3943
53.136	-46.2068
53.464	-46.0193
53.792	-45.7068
54.12	-45.7068
54.448	-45.6443
54.776	-45.4255
55.104	-45.3005
55.432	-45.363
55.76	-45.113
56.088	-44.988
56.416	-44.738
56.744	-44.4568
57.072	-44.3318
57.4	-44.238
57.728	-43.9568
58.056	-43.8318
58.384	-43.4568
58.712	-43.3943
59.04	-42.9568
59.368	-42.613
59.696	-42.1755
60.024	-41.0193
60.352	-34.5818
60.68	10.512
61.008	50.2932
61.336	45.2932
61.664	35.4807
61.992	24.512
62.32	13.6995
62.648	1.63696
62.976	-9.80054
63.304	-21.0505
63.632	-31.6443
63.96	-40.8318
64.288	-46.3943
64.616	-49.4255
64.944	-50.9568
65.272	-51.988
65.6	-52.488
65.928	-52.7068
66.256	-52.5818
66.584	-52.4568
66.912	-52.2693
67.24	-52.1443
67.568	-51.8318
67.896	-51.738
68.224	-51.3943
68.552	-51.2068
68.88	-50.988
69.208	-50.8318
69.536	-50.5818
69.864	-50.488
70.192	-50.3318
70.52	-50.0193
70.848	-50.0818
71.176	-49.9255
71.504	-49.6443
71.832	-49.5818
72.16	-49.363
72.488	-49.2693
72.816	-49.113
73.144	-49.0505
73.472	-48.988
73.8	-48.9568
74.128	-48.9255
74.456	-48.7068
74.784	-48.6755
75.112	-48.6755
75.44	-48.5193
75.768	-48.488
76.096	-48.4568
76.424	-48.3318
76.752	-48.3318
77.08	-48.3005
77.408	-48.1443
77.736	-48.0818
78.064	-48.0505
78.392	-48.0818
78.72	-47.9568
79.048	-48.0505
79.376	-47.8943
79.704	-47.988
80.032	-47.863
80.36	-47.8943
80.688	-48.0505
81.016	-47.8318
81.344	-47.7693
81.672	-47.8318
82	-47.738
82.328	-47.613
82.656	-47.4255
82.984	-47.3943
83.312	-47.2693
83.64	-47.3005
83.968	-47.2068
84.296	-47.1755
84.624	-47.1755
84.952	-47.0505
85.28	-47.113
85.608	-46.9568
85.936	-46.8943
86.264	-46.9255
86.592	-46.8943
86.92	-46.9568
87.248	-46.9255
87.576	-46.863
87.904	-46.8943
88.232	-46.8005
88.56	-46.8318
88.888	-46.7693
89.216	-46.7068
89.544	-46.613
89.872	-46.738
90.2	-46.6755
90.528	-46.5193
90.856	-46.6443
91.184	-46.5818
91.512	-46.488
91.84	-46.5193
92.168	-46.5193
92.496	-46.4255
92.824	-46.613
93.152	-46.488
93.48	-46.488
93.808	-46.4255
94.136	-46.3005
94.464	-46.3943
94.792	-46.3005
95.12	-46.3943
95.448	-46.4568
95.776	-46.4255
96.104	-46.2693
96.432	-46.363
96.76	-46.3318
97.088	-46.2693
97.416	-46.238
97.744	-46.0505
98.072	-46.0505
98.4	-46.1755
98.728	-46.1755
99.056	-46.113
99.384	-46.0193
99.712	-46.113
100.04	-45.8318
100.368	-45.8005
100.696	-45.9255
101.024	-45.8005
101.352	-45.8943
101.68	-45.863
102.008	-45.8005
102.336	-45.6755
102.664	-45.7693
102.992	-45.7068
103.32	-45.8318
103.648	-45.8318
103.976	-45.7693
104.304	-45.5818
104.632	-45.5193
104.96	-45.488
105.288	-45.488
105.616	-45.488
105.944	-45.363
106.272	-45.363
106.6	-45.3943
106.928	-45.3005
107.256	-45.363
107.584	-45.1755
107.912	-45.2068
108.24	-45.2693
108.568	-45.2068
108.896	-45.3005
109.224	-45.1755
109.552	-45.2068
109.88	-45.1755
110.208	-45.1443
110.536	-44.988
110.864	-44.988
111.192	-44.9255
111.52	-44.9568
111.848	-44.8005
112.176	-44.8943
112.504	-44.9255
112.832	-44.8318
113.16	-44.863
113.488	-44.6755
113.816	-44.613
114.144	-44.6443
114.472	-44.7068
114.8	-44.6755
115.128	-44.5193
115.456	-44.5505
115.784	-44.488
116.112	-44.4255
116.44	-44.4568
116.768	-44.363
117.096	-44.3943
117.424	-44.3005
117.752	-44.238
118.08	-44.0818
118.408	-44.238
118.736	-43.988
119.064	-44.0505
119.392	-43.9255
119.72	-44.113
120.048	-43.863
120.376	-43.9255
120.704	-43.7693
121.032	-43.738
121.36	-43.6755
121.688	-43.7068
122.016	-43.6755
122.344	-43.6443
122.672	-43.5818
123	-43.5193
123.328	-43.5193
123.656	-43.5193
123.984	-43.488
124.312	-43.363
124.64	-43.2693
124.968	-43.2693
125.296	-43.3318
125.624	-43.3005
125.952	-43.3005
126.28	-43.2068
126.608	-43.1755
126.936	-43.2068
127.264	-43.113
127.592	-43.1755
127.92	-42.988
128.248	-42.988
128.576	-43.113
128.904	-43.0193
129.232	-42.9568
129.56	-42.988
129.888	-42.863
130.216	-42.9568
130.544	-43.0818
130.872	-43.113
131.2	-43.0193
131.528	-43.0193
131.856	-43.0193
132.184	-42.8005
132.512	-42.8943
132.84	-42.8318
133.168	-42.7693
133.496	-42.7693
133.824	-42.7068
134.152	-42.6755
134.48	-42.6443
134.808	-42.5818
135.136	-42.4568
135.464	-42.5505
135.792	-42.3943
136.12	-42.5505
136.448	-42.5193
136.776	-42.4568
137.104	-42.4568
137.432	-42.4568
137.76	-42.3318
138.088	-42.3318
138.416	-42.3943
138.744	-42.3943
139.072	-42.4255
139.4	-42.3005
139.728	-42.3318
140.056	-42.2068
140.384	-42.2693
140.712	-42.1443
141.04	-42.1755
141.368	-42.0505
141.696	-42.0505
142.024	-41.9255
142.352	-41.9255
142.68	-41.863
143.008	-41.6443
143.336	-41.5193
143.664	-41.6755
143.992	-41.7068
144.32	-41.6443
